POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
73296005;20250201;0,2;1;;;-6,5;1;138;9;1,4;1;1328;9;-2,5;1;-2,55;1;;;;;1328;9;7,9;1;-2,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;1;1124;9;77;1;24;9;0;9;0;9;3,0;9;;;60;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;151;1;149;1
73296005;20250202;0,2;1;;;-9,3;1;1755;9;2,7;1;1224;9;-6,3;1;-3,30;1;;;;;1298;9;12,0;1;-3,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;1;1139;9;74;1;207;9;57;9;0;9;2,2;9;;;59;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;146;1;145;1
73296005;20250203;0,2;1;;;-10,7;1;853;9;5,5;1;1243;9;-5,8;1;-2,60;1;;;;;1186;9;16,2;1;-2,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;1;1140;9;65;1;1847;9;453;9;0;9;1,8;9;;;46;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;144;1;144;1
73296005;20250204;0,2;1;;;-9,3;1;221;9;7,6;1;1158;9;-4,3;1;-0,85;1;;;;;1139;9;16,9;1;-0,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;1;1155;9;68;1;17;9;358;9;0;9;2,0;9;;;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;;;;;;;;;143;1;141;1
73296005;20250205;0,3;1;;;-9,2;1;924;9;9,0;1;1228;9;-3,2;1;-0,10;1;;;;;1117;9;18,2;1;-0,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;1;1219;9;64;1;843;9;591;9;0;9;2,0;9;;;43;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;9;;;;;;;;;140;1;140;1
73296005;20250206;0,5;1;;;-8,7;1;847;9;7,7;1;1255;9;-3,8;1;-0,50;1;;;;;1176;9;16,4;1;-0,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;1;1041;9;62;1;721;9;460;9;0;9;2,0;9;;;44;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;;;;;;;;;140;1;138;1
73296005;20250207;0,3;1;;;-9,3;1;439;9;-0,7;1;1156;9;-4,1;1;-5,00;1;;;;;1440;9;8,6;1;-5,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;1;709;9;69;1;2340;9;529;9;0;9;2,1;9;;;46;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;;;;;;;;;138;1;138;1
73296005;20250208;0,2;1;;;-4,9;1;1927;9;0,8;1;1143;9;-2,2;1;-2,05;1;;;;;1412;9;5,7;1;-2,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;1;1142;9;68;1;9;9;0;9;0;9;2,9;9;;;55;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;133;1;132;1
73296005;20250209;0,3;1;;;-7,2;1;755;9;1,8;1;1410;9;-3,6;1;-2,70;1;;;;;1251;9;9,0;1;-2,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;1;1257;9;70;1;805;9;0;9;0;9;2,8;9;;;61;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;132;1;131;1
73296005;20250210;0,5;1;;;-7,2;1;2054;9;4,9;1;1322;9;-0,8;1;-1,15;1;;;;;1077;9;12,1;1;-1,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1;148;9;92;1;2150;9;0;9;446;9;4,3;9;;;74;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;131;1;130;1
73296005;20250211;2,3;1;;;-3,3;1;247;9;3,4;1;945;9;-0,6;1;0,05;1;;;;;984;9;6,7;1;0,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;1;944;9;96;1;1730;9;0;9;1011;9;4,9;9;;;84;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;131;1;128;1
73296005;20250212;1,0;1;;;-4,9;1;320;9;5,2;1;944;9;-1,3;1;0,15;1;;;;;1020;9;10,1;1;0,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;1;946;9;90;1;2106;9;0;9;240;9;3,7;9;;;68;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;131;1;131;1
73296005;20250213;14,3;1;;;-4,5;1;154;9;0,0;1;1143;9;-2,3;1;-2,25;1;;;;;1440;9;4,5;1;-2,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;1;2036;9;93;1;717;9;0;9;1157;9;4,4;9;;;85;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;149;1;130;1
73296005;20250214;0,3;1;;;-12,7;1;1754;9;-4,6;1;1238;9;-8,1;1;-8,65;1;;;;;1440;9;8,1;1;-8,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;1;2208;9;86;1;31;9;0;9;49;9;2,2;9;;;63;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;150;1;149;1
73296005;20250215;0,2;1;;;-20,2;1;157;9;4,6;1;1210;9;-8,3;1;-7,80;1;;;;;1232;9;24,8;1;-7,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;1;1140;9;79;1;216;9;550;9;0;9;1,5;9;;;46;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;145;1;145;1
73296005;20250216;0,2;1;;;-13,9;1;603;9;4,1;1;1132;9;-5,3;1;-4,90;1;;;;;1189;9;18,0;1;-4,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;1;1438;9;68;1;240;9;660;9;0;9;1,7;9;;;41;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9;;;;;;;;;141;1;141;1
73296005;20250217;0,3;1;;;-10,4;1;808;9;6,4;1;1235;9;-5,3;1;-2,00;1;;;;;1197;9;16,8;1;-2,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;1;1240;9;70;1;2310;9;370;9;0;9;1,9;9;;;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;139;1;138;1
73296005;20250218;0,1;1;;;-12,9;1;2302;9;8,5;1;1317;9;-5,2;1;-2,20;1;;;;;1113;9;21,4;1;-2,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;1;1320;9;72;1;120;9;180;9;0;9;2,4;9;;;56;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;9;;;;;;;;;137;1;137;1
73296005;20250219;0,0;1;;;-8,0;1;528;9;6,6;1;1227;9;-4,3;1;-0,70;1;;;;;1061;9;14,6;1;-0,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;1;1057;9;91;1;2217;9;80;9;255;9;2,8;9;;;65;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;135;1;135;1
73296005;20250220;0,0;1;;;-10,6;1;6;9;8,3;1;1109;9;-1,6;1;-1,15;1;;;;;1006;9;18,9;1;-1,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;1;1109;9;91;1;17;9;10;9;193;9;3,6;9;;;66;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;134;1;134;1
73296005;20250221;0,1;1;;;-4,9;1;436;9;7,2;1;1329;9;1,8;1;1,15;1;;;;;531;9;12,1;1;1,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;1;1512;9;66;1;3;9;550;9;0;9;3,1;9;;;46;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9;;;;;;;;;132;1;132;1
73296005;20250222;0,0;1;;;-0,3;1;632;9;6,5;1;1304;9;1,7;1;3,10;1;;;;;264;9;6,8;1;3,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;1;9;9;78;1;2345;9;329;9;0;9;3,6;9;;;54;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9;;;;;;;;;130;1;128;1
73296005;20250223;1,8;1;;;-4,0;1;2228;9;5,8;1;1126;9;-1,0;1;0,90;1;;;;;1057;9;9,8;1;0,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;1;1101;9;96;1;1737;9;0;9;611;9;4,5;9;;;80;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;129;1;127;1
73296005;20250224;0,1;1;;;-8,4;1;506;9;4,1;1;1412;9;-2,0;1;-2,15;1;;;;;986;9;12,5;1;-2,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;1;1344;9;87;1;22;9;20;9;107;9;2,9;9;;;57;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;129;1;128;1
73296005;20250225;5,8;1;;;-4,3;1;2352;9;2,7;1;605;9;-1,4;1;-0,80;1;;;;;1058;9;7,0;1;-0,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;1;209;9;93;1;1738;9;101;9;404;9;3,7;9;;;67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;133;1;127;1
73296005;20250226;0,3;1;;;-6,5;1;611;9;0,5;1;1428;9;-6,0;1;-3,00;1;;;;;1437;9;7,0;1;-3,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1;1429;9;91;1;1944;9;0;9;728;9;3,1;9;;;77;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;136;1;134;1
73296005;20250227;0,0;1;;;-14,4;1;156;9;2,0;1;1120;9;-6,3;1;-6,20;1;;;;;1403;9;16,4;1;-6,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;1;743;9;81;1;4;9;13;9;6;9;2,4;9;;;60;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;133;1;132;1
73296005;20250228;0,0;1;;;-15,2;1;423;9;3,8;1;1250;9;-8,6;1;-5,70;1;;;;;1286;9;19,0;1;-5,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;1058;9;69;1;428;9;544;9;0;9;1,3;9;;;41;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;9;;;;;;;;;132;1;131;1
