POSTE;DATE;RR1;QRR1;DRR1;QDRR1;HNEIGEF;QHNEIGEF;NEIGETOT;QNEIGETOT;T;QT;TD;QTD;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;DG;QDG;T10;QT10;T20;QT20;T50;QT50;T100;QT100;TNSOL;QTNSOL;TN50;QTN50;TCHAUSSEE;QTCHAUSSEE;TW;QTW;PSTAT;QPSTAT;PMER;QPMER;GEOP;QGEOP;PMERMIN;QPMERMIN;FF;QFF;DD;QDD;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2;QFF2;DD2;QDD2;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;U;QU;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;UABS;QUABS;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;DHUMEC;QDHUMEC;TSV;QTSV;ENTH;QENTH;INS;QINS;GLO;QGLO;DIR;QDIR;DIF;QDIF;GLO2;QGLO2;UV;QUV;INFRAR;QINFRAR;UV_INDICE;QUV_INDICE;N;QN;NBAS;QNBAS;CL;QCL;CM;QCM;CH;QCH;N1;QN1;C1;QC1;B1;QB1;N2;QN2;C2;QC2;B2;QB2;N3;QN3;B3;QB3;C3;QC3;N4;QN4;C4;QC4;B4;QB4;WW;QWW;VV;QVV;DVV200;QDVV200;W1;QW1;W2;QW2;SOL;QSOL;SOLNG;QSOLNG;TSNEIGE;QTSNEIGE;TUBENEIGE;QTUBENEIGE;ESNEIGE;QESNEIGE;HNEIGEFI3;QHNEIGEFI3;HNEIGEFI1;QHNEIGEFI1;TMER;QTMER;VVMER;QVVMER;ETATMER;QETATMER;DIRHOULE;QDIRHOULE;TLAGON;QTLAGON;UV2;QUV2;INS2;QINS2;INFRAR2;QINFRAR2;DIR2;QDIR2;DIF2;QDIF2
73296005;2022010110;0,0;1;;;;;108;1;-3,0;1;-9,4;1;-4,3;1;917;9;-2,1;1;955;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;1;61;1;959;9;72;1;927;9;2,4;1;0;9;0;9;;;3,0;1;1,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010111;0,0;1;;;;;108;1;2,4;1;-6,7;1;-3,7;1;1008;9;2,4;1;1100;9;47;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;1;50;1;1059;9;69;1;1012;9;2,9;1;0;9;0;9;;;3,7;1;8,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010112;0,0;1;;;;;106;1;7,6;1;-5,7;1;2,7;1;1101;9;7,8;1;1159;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;1;38;1;1134;9;52;1;1102;9;3,1;1;21;9;0;9;;;4,0;1;13,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010113;0,0;1;;;;;105;1;6,6;1;-5,4;1;6,5;1;1210;9;8,6;1;1226;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;1;36;1;1222;9;47;1;1254;9;3,2;1;30;9;0;9;;;4,1;1;13,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010114;0,0;1;;;;;106;1;5,4;1;-4,5;1;4,6;1;1344;9;7,0;1;1302;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;1;42;1;1301;9;52;1;1346;9;3,4;1;0;9;0;9;;;4,4;1;12,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010115;0,0;1;;;;;107;1;0,3;1;-7,1;1;0,3;1;1457;9;5,4;1;1401;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;1;45;1;1425;9;58;1;1500;9;2,9;1;0;9;0;9;;;3,6;1;5,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010116;0,0;1;;;;;107;1;-1,7;1;-7,5;1;-1,8;1;1555;9;0,3;1;1501;9;56;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;1;55;1;1503;9;64;1;1600;9;2,8;1;0;9;0;9;;;3,5;1;3,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010117;0,0;1;;;;;108;1;-1,1;1;-7,8;1;-1,6;1;1601;9;-0,8;1;1625;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;1;59;1;1628;9;65;1;1601;9;2,7;1;0;9;0;9;;;3,4;1;4,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010118;0,0;1;;;;;107;1;-2,2;1;-8,2;1;-2,5;1;1720;9;-1,0;1;1701;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;1;59;1;1705;9;67;1;1722;9;2,6;1;0;9;0;9;;;3,3;1;2,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010119;0,0;1;;;;;107;1;-1,5;1;-8,6;1;-2,6;1;1812;9;-0,9;1;1849;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;1;57;1;1848;9;68;1;1815;9;2,6;1;0;9;0;9;;;3,2;1;3,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010120;0,0;1;;;;;107;1;-2,6;1;-9,0;1;-2,6;1;1959;9;-0,3;1;1915;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;1;55;1;1908;9;64;1;1952;9;2,5;1;0;9;0;9;;;3,1;1;2,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010121;0,0;1;;;;;107;1;-1,8;1;-8,6;1;-3,1;1;2011;9;-1,8;1;2100;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;1;59;1;2055;9;66;1;2011;9;2,6;1;0;9;0;9;;;3,2;1;3,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010122;0,0;1;;;;;107;1;-1,6;1;-9,0;1;-1,9;1;2102;9;-0,4;1;2122;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;1;53;1;2117;9;60;1;2108;9;2,5;1;0;9;0;9;;;3,1;1;3,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010123;0,0;1;;;;;107;1;-2,1;1;-9,9;1;-2,2;1;2217;9;-0,5;1;2242;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;1;51;1;2243;9;60;1;2213;9;2,3;1;0;9;0;9;;;2,9;1;2,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010200;0,0;1;;;;;107;1;-0,3;1;-8,6;1;-2,1;1;2301;9;0,3;1;2354;9;56;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1;49;1;2355;9;60;1;2340;9;2,5;1;0;9;0;9;;;3,2;1;4,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010201;0,0;1;;;;;107;1;-3,5;1;-9,9;1;-3,5;1;100;9;-0,3;1;1;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;1;52;1;14;9;67;1;57;9;2,3;1;0;9;0;9;;;2,9;1;0,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010202;0,0;1;;;;;107;1;-3,9;1;-8,6;1;-3,9;1;134;9;-2,5;1;122;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;1;59;1;124;9;72;1;154;9;2,6;1;0;9;0;9;;;3,2;1;0,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010203;0,0;1;;;;;107;1;-2,7;1;-9,0;1;-5,0;1;236;9;-2,7;1;300;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;1;61;1;219;9;73;1;234;9;2,5;1;0;9;0;9;;;3,1;1;2,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010204;0,0;1;;;;;107;1;-0,9;1;-9,4;1;-2,7;1;302;9;1,4;1;344;9;37;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;1;46;1;338;9;62;1;307;9;2,4;1;0;9;0;9;;;3,0;1;3,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010205;0,0;1;;;;;107;1;-0,5;1;-9,4;1;-2,7;1;435;9;-0,5;1;500;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;1;51;1;405;9;62;1;452;9;2,4;1;0;9;0;9;;;3,0;1;4,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010206;0,0;1;;;;;106;1;-2,4;1;-9,9;1;-2,4;1;600;9;0,0;1;506;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;1;48;1;507;9;57;1;559;9;2,3;1;0;9;0;9;;;2,9;1;2,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010207;0,0;1;;;;;106;1;-1,7;1;-10,3;1;-2,9;1;606;9;-1,2;1;626;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;1;49;1;655;9;59;1;615;9;2,2;1;0;9;0;9;;;2,8;1;2,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010208;0,0;1;;;;;107;1;-1,8;1;-10,3;1;-3,7;1;724;9;-0,5;1;749;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;1;48;1;744;9;57;1;728;9;2,2;1;0;9;0;9;;;2,8;1;2,5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010209;0,0;1;;;;;106;1;-0,3;1;-9,9;1;-2,8;1;821;9;-0,3;1;900;9;60;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;1;49;1;850;9;60;1;824;9;2,3;1;0;9;0;9;;;2,9;1;4,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010210;0,0;1;;;;;106;1;-0,1;1;-9,4;1;-2,4;1;925;9;0,5;1;903;9;53;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;1;46;1;904;9;59;1;930;9;2,4;1;0;9;0;9;;;3,0;1;4,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010211;0,0;1;;;;;106;1;4,5;1;-6,4;1;-0,8;1;1010;9;5,1;1;1054;9;14;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;1;36;1;1052;9;54;1;1006;9;3,0;1;15;9;0;9;;;3,8;1;10,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010212;0,0;1;;;;;104;1;5,1;1;-5,7;1;3,9;1;1109;9;5,4;1;1139;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;1;34;1;1127;9;50;1;1150;9;3,1;1;29;9;0;9;;;4,0;1;11,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010213;0,0;1;;;;;104;1;5,8;1;-5,4;1;3,8;1;1233;9;5,8;1;1218;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;1;39;1;1258;9;50;1;1233;9;3,2;1;3;9;0;9;;;4,1;1;12,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010214;0,0;1;;;;;104;1;4,8;1;-3,9;1;4,8;1;1359;9;7,2;1;1337;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1;37;1;1328;9;53;1;1400;9;3,6;1;22;9;0;9;;;4,6;1;11,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010215;0,0;1;;;;;104;1;2,1;1;-4,8;1;2,1;1;1500;9;4,7;1;1401;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;1;47;1;1419;9;62;1;1447;9;3,4;1;0;9;0;9;;;4,3;1;8,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010216;0,0;1;;;;;105;1;0,4;1;-5,4;1;0,4;1;1600;9;2,1;1;1501;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;1;61;1;1501;9;67;1;1534;9;3,2;1;0;9;0;9;;;4,1;1;6,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010217;0,0;1;;;;;105;1;2,3;1;-5,4;1;-0,6;1;1625;9;2,3;1;1659;9;38;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;1;57;1;1657;9;70;1;1616;9;3,2;1;0;9;0;9;;;4,1;1;8,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010218;0,0;1;;;;;105;1;1,7;1;-6,7;1;1,0;1;1745;9;3,1;1;1708;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;1;51;1;1719;9;58;1;1739;9;2,9;1;0;9;0;9;;;3,7;1;7,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010219;0,0;1;;;;;106;1;2,5;1;-6,4;1;0,9;1;1842;9;4,3;1;1827;9;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;1;44;1;1827;9;56;1;1842;9;3,0;1;0;9;0;9;;;3,8;1;8,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73296005;2022010220;0,0;1;;;;;105;1;0,7;1;-5,7;1;-0,2;1;1931;9;3,3;1;1902;9;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;1;49;1;1902;9;66;1;1936;9;3,2;1;0;9;0;9;;;4,0;1;6,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
