1,SU-17348,0064560198,2024,2,15,8,39,28,0,920,293,75
1,SU-17348,0064560198,2024,2,15,8,39,28,900,919,286,68
1,SU-17348,0064560198,2024,2,15,8,39,28,1800,918,282,85
1,SU-17348,0064560198,2024,2,15,8,39,28,2700,919,281,29
1,SU-17348,0064560198,2024,2,15,8,39,28,3600,918,281,24
1,SU-17348,0064560198,2024,2,15,8,39,28,4500,918,281,74
1,SU-17348,0064560198,2024,2,15,8,39,28,5400,919,282,25
1,SU-17348,0064560198,2024,2,15,8,39,28,6300,917,282,78
1,SU-17348,0064560198,2024,2,15,8,39,28,7200,919,282,90
1,SU-17348,0064560198,2024,2,15,8,39,28,8100,919,283,04
1,SU-17348,0064560198,2024,2,15,8,39,28,9000,916,283,76
1,SU-17348,0064560198,2024,2,15,8,39,28,9900,918,284,28
1,SU-17348,0064560198,2024,2,15,8,39,28,10800,918,285,22
1,SU-17348,0064560198,2024,2,15,8,39,28,11700,918,286,03
1,SU-17348,0064560198,2024,2,15,8,39,28,12600,918,286,50
1,SU-17348,0064560198,2024,2,15,8,39,28,13500,918,286,63
1,SU-17348,0064560198,2024,2,15,8,39,28,14400,918,286,65
1,SU-17348,0064560198,2024,2,15,8,39,28,15300,917,286,74
1,SU-17348,0064560198,2024,2,15,8,39,28,16200,918,286,93
1,SU-17348,0064560198,2024,2,15,8,39,28,17100,918,287,14
1,SU-17348,0064560198,2024,2,15,8,39,28,18000,917,287,62
1,SU-17348,0064560198,2024,2,15,8,39,28,18900,917,287,86
1,SU-17348,0064560198,2024,2,15,8,39,28,19800,917,287,77
1,SU-17348,0064560198,2024,2,15,8,39,28,20700,918,287,39
1,SU-17348,0064560198,2024,2,15,8,39,28,21600,916,286,72
1,SU-17348,0064560198,2024,2,15,8,39,28,22500,918,286,08
1,SU-17348,0064560198,2024,2,15,8,39,28,23400,916,286,12
1,SU-17348,0064560198,2024,2,15,8,39,28,24300,917,286,21
1,SU-17348,0064560198,2024,2,15,8,39,28,25200,916,285,66
1,SU-17348,0064560198,2024,2,15,8,39,28,26100,916,285,61
1,SU-17348,0064560198,2024,2,15,8,39,28,27000,916,285,24
1,SU-17348,0064560198,2024,2,15,8,39,28,27900,915,284,94
1,SU-17348,0064560198,2024,2,15,8,39,28,28800,915,284,78
1,SU-17348,0064560198,2024,2,15,8,39,28,29700,916,284,71
1,SU-17348,0064560198,2024,2,15,8,39,28,30600,916,284,57
1,SU-17348,0064560198,2024,2,15,8,39,28,31500,915,284,39
1,SU-17348,0064560198,2024,2,15,8,39,28,32400,915,284,35
1,SU-17348,0064560198,2024,2,15,8,39,28,33300,914,284,08
1,SU-17348,0064560198,2024,2,15,8,39,28,34200,914,283,81
1,SU-17348,0064560198,2024,2,15,8,39,28,35100,914,283,58
1,SU-17348,0064560198,2024,2,15,8,39,28,36000,915,283,28
1,SU-17348,0064560198,2024,2,15,8,39,28,36900,915,284,82
1,SU-17348,0064560198,2024,2,15,8,39,28,37800,918,292,36
