Date;Temp
27/10/2021 04:39;-0.6
27/10/2021 05:39;-0.8
27/10/2021 06:39;-0.4
27/10/2021 07:39;-0.2
27/10/2021 08:39;-0.2
27/10/2021 09:39;-0.1
27/10/2021 10:39;0
27/10/2021 11:39;0
27/10/2021 12:39;0
27/10/2021 13:39;0
27/10/2021 14:39;0
27/10/2021 15:39;0
27/10/2021 16:39;0
27/10/2021 17:39;0
27/10/2021 18:39;0
27/10/2021 19:39;0
27/10/2021 20:39;0
27/10/2021 21:39;-0.1
27/10/2021 22:39;-0.3
27/10/2021 23:39;-0.2
28/10/2021 00:39;-0.6
28/10/2021 01:39;-0.3
28/10/2021 02:39;-0.5
28/10/2021 03:39;-0.4
28/10/2021 04:39;-0.3
28/10/2021 05:39;-0.4
28/10/2021 06:39;-0.2
28/10/2021 07:39;-0.2
28/10/2021 08:39;-0.2
28/10/2021 09:39;-0.2
28/10/2021 10:39;0
28/10/2021 11:39;0
28/10/2021 12:39;0
28/10/2021 13:39;0
28/10/2021 14:39;0
28/10/2021 15:39;0
28/10/2021 16:39;0
28/10/2021 17:39;-0.1
28/10/2021 18:39;-0.3
28/10/2021 19:39;-0.3
28/10/2021 20:39;-0.3
28/10/2021 21:39;-0.2
28/10/2021 22:39;-0.1
28/10/2021 23:39;-0.1
29/10/2021 00:39;-0.5
29/10/2021 01:39;-0.2
29/10/2021 02:39;-0.3
29/10/2021 03:39;-0.2
29/10/2021 04:39;-0.1
29/10/2021 05:39;-0.3
29/10/2021 06:39;-0.4
29/10/2021 07:39;-0.6
29/10/2021 08:39;-0.2
29/10/2021 09:39;-0.5
29/10/2021 10:39;-0.1
29/10/2021 11:39;-0.2
29/10/2021 12:39;-0.3
29/10/2021 13:39;-0.4
29/10/2021 14:39;-0.1
29/10/2021 15:39;-0.1
29/10/2021 16:39;0
29/10/2021 17:39;-0.2
29/10/2021 18:39;-0.3
29/10/2021 19:39;-0.3
29/10/2021 20:39;-0.5
29/10/2021 21:39;-0.1
29/10/2021 22:39;-0.3
29/10/2021 23:39;-0.4
30/10/2021 00:39;-0.7
30/10/2021 01:39;-0.8
30/10/2021 02:39;-1
30/10/2021 03:39;-0.5
30/10/2021 04:39;-0.3
30/10/2021 05:39;-0.6
30/10/2021 06:39;-0.9
30/10/2021 07:39;-0.8
30/10/2021 08:39;-0.8
30/10/2021 09:39;-0.5
30/10/2021 10:39;-0.5
30/10/2021 11:39;-0.3
30/10/2021 12:39;-0.2
30/10/2021 13:39;-0.4
30/10/2021 14:39;-0.4
30/10/2021 15:39;-0.2
30/10/2021 16:39;-0.2
30/10/2021 17:39;-0.1
30/10/2021 18:39;0
30/10/2021 19:39;0
30/10/2021 20:39;0
30/10/2021 21:39;0
30/10/2021 22:39;0
30/10/2021 23:39;0
31/10/2021 00:39;0
31/10/2021 01:39;0
31/10/2021 02:39;0
31/10/2021 03:39;0
31/10/2021 04:39;0.1
31/10/2021 05:39;0
31/10/2021 06:39;0.1
31/10/2021 07:39;0
31/10/2021 08:39;0
31/10/2021 09:39;-0.1
31/10/2021 10:39;0
31/10/2021 11:39;0
31/10/2021 12:39;0
31/10/2021 13:39;0
31/10/2021 14:39;0
31/10/2021 15:39;0.1
31/10/2021 16:39;0.1
31/10/2021 17:39;0.2
31/10/2021 18:39;0.1
31/10/2021 19:39;0.1
31/10/2021 20:39;0.1
31/10/2021 21:39;0.2
31/10/2021 22:39;0.1
31/10/2021 23:39;0.2
01/11/2021 00:39;0.2
01/11/2021 01:39;0.2
01/11/2021 02:39;0
01/11/2021 03:39;0
01/11/2021 04:39;0.1
01/11/2021 05:39;0.1
01/11/2021 06:39;0.2
01/11/2021 07:39;0.2
01/11/2021 08:39;0.1
01/11/2021 09:39;0.1
01/11/2021 10:39;0.1
01/11/2021 11:39;0
01/11/2021 12:39;-0.1
01/11/2021 13:39;-0.2
01/11/2021 14:39;-0.3
01/11/2021 15:39;-0.3
01/11/2021 16:39;-0.2
01/11/2021 17:39;-0.2
01/11/2021 18:39;-0.3
01/11/2021 19:39;-0.3
